country,item_names,item_prices_usd,categoria_propia
Germany,Domestic Beer(0.5 liter bottle),0.92,"Alimentos, bebidas y tabaco"
Spain,Domestic Beer(0.5 liter bottle),1.11,"Alimentos, bebidas y tabaco"
Estonia,Domestic Beer(0.5 liter bottle),1.65,"Alimentos, bebidas y tabaco"
Slovenia,Domestic Beer(0.5 liter bottle),1.31,"Alimentos, bebidas y tabaco"
Lithuania,Domestic Beer(0.5 liter bottle),1.49,"Alimentos, bebidas y tabaco"
Sweden,Domestic Beer(0.5 liter bottle),1.83,"Alimentos, bebidas y tabaco"
Singapore,Domestic Beer(0.5 liter bottle),4.1,"Alimentos, bebidas y tabaco"
Portugal,Domestic Beer(0.5 liter bottle),1.19,"Alimentos, bebidas y tabaco"
Latvia,Domestic Beer(0.5 liter bottle),1.64,"Alimentos, bebidas y tabaco"
Bulgaria,Domestic Beer(0.5 liter bottle),0.97,"Alimentos, bebidas y tabaco"
Croatia,Domestic Beer(0.5 liter bottle),1.41,"Alimentos, bebidas y tabaco"
Montenegro,Domestic Beer(0.5 liter bottle),1.04,"Alimentos, bebidas y tabaco"
Albania,Domestic Beer(0.5 liter bottle),1.34,"Alimentos, bebidas y tabaco"
Hungary,Domestic Beer(0.5 liter bottle),0.99,"Alimentos, bebidas y tabaco"
Armenia,Domestic Beer(0.5 liter bottle),1.31,"Alimentos, bebidas y tabaco"
Panama,Domestic Beer(0.5 liter bottle),1.15,"Alimentos, bebidas y tabaco"
Venezuela,Domestic Beer(0.5 liter bottle),1.28,"Alimentos, bebidas y tabaco"
Costa Rica,Domestic Beer(0.5 liter bottle),2.25,"Alimentos, bebidas y tabaco"
Romania,Domestic Beer(0.5 liter bottle),1.02,"Alimentos, bebidas y tabaco"
Mexico,Domestic Beer(0.5 liter bottle),1.66,"Alimentos, bebidas y tabaco"
Georgia,Domestic Beer(0.5 liter bottle),1.42,"Alimentos, bebidas y tabaco"
Kazakhstan,Domestic Beer(0.5 liter bottle),0.98,"Alimentos, bebidas y tabaco"
Hong Kong (China),Domestic Beer(0.5 liter bottle),2.31,"Alimentos, bebidas y tabaco"
Azerbaijan,Domestic Beer(0.5 liter bottle),1.29,"Alimentos, bebidas y tabaco"
Poland,Domestic Beer(0.5 liter bottle),1.02,"Alimentos, bebidas y tabaco"
Slovakia,Domestic Beer(0.5 liter bottle),0.97,"Alimentos, bebidas y tabaco"
Czech Republic,Domestic Beer(0.5 liter bottle),0.92,"Alimentos, bebidas y tabaco"
Chile,Domestic Beer(0.5 liter bottle),1.37,"Alimentos, bebidas y tabaco"
Serbia,Domestic Beer(0.5 liter bottle),0.74,"Alimentos, bebidas y tabaco"
United Arab Emirates,Domestic Beer(0.5 liter bottle),3.73,"Alimentos, bebidas y tabaco"
South Africa,Domestic Beer(0.5 liter bottle),1.23,"Alimentos, bebidas y tabaco"
Turkey,Domestic Beer(0.5 liter bottle),1.77,"Alimentos, bebidas y tabaco"
Belarus,Domestic Beer(0.5 liter bottle),0.82,"Alimentos, bebidas y tabaco"
Russia,Domestic Beer(0.5 liter bottle),0.78,"Alimentos, bebidas y tabaco"
Moldova,Domestic Beer(0.5 liter bottle),1.16,"Alimentos, bebidas y tabaco"
South Korea,Domestic Beer(0.5 liter bottle),2.13,"Alimentos, bebidas y tabaco"
Jordan,Domestic Beer(0.5 liter bottle),5.09,"Alimentos, bebidas y tabaco"
Argentina,Domestic Beer(0.5 liter bottle),1.17,"Alimentos, bebidas y tabaco"
Cuba,Domestic Beer(0.5 liter bottle),1.8,"Alimentos, bebidas y tabaco"
Palestine,Domestic Beer(0.5 liter bottle),2.63,"Alimentos, bebidas y tabaco"
Jamaica,Domestic Beer(0.5 liter bottle),2.46,"Alimentos, bebidas y tabaco"
Japan,Domestic Beer(0.5 liter bottle),1.97,"Alimentos, bebidas y tabaco"
Mauritius,Domestic Beer(0.5 liter bottle),1.52,"Alimentos, bebidas y tabaco"
Ukraine,Domestic Beer(0.5 liter bottle),0.81,"Alimentos, bebidas y tabaco"
Brazil,Domestic Beer(0.5 liter bottle),1.24,"Alimentos, bebidas y tabaco"
Bosnia And Herzegovina,Domestic Beer(0.5 liter bottle),0.83,"Alimentos, bebidas y tabaco"
North Macedonia,Domestic Beer(0.5 liter bottle),0.98,"Alimentos, bebidas y tabaco"
Oman,Domestic Beer(0.5 liter bottle),4.33,"Alimentos, bebidas y tabaco"
Uzbekistan,Domestic Beer(0.5 liter bottle),1.2,"Alimentos, bebidas y tabaco"
Taiwan,Domestic Beer(0.5 liter bottle),1.56,"Alimentos, bebidas y tabaco"
Colombia,Domestic Beer(0.5 liter bottle),1.07,"Alimentos, bebidas y tabaco"
Iraq,Domestic Beer(0.5 liter bottle),1.82,"Alimentos, bebidas y tabaco"
Peru,Domestic Beer(0.5 liter bottle),1.63,"Alimentos, bebidas y tabaco"
Kenya,Domestic Beer(0.5 liter bottle),1.84,"Alimentos, bebidas y tabaco"
Egypt,Domestic Beer(0.5 liter bottle),1.29,"Alimentos, bebidas y tabaco"
Ecuador,Domestic Beer(0.5 liter bottle),1.61,"Alimentos, bebidas y tabaco"
Philippines,Domestic Beer(0.5 liter bottle),1.15,"Alimentos, bebidas y tabaco"
Morocco,Domestic Beer(0.5 liter bottle),2.17,"Alimentos, bebidas y tabaco"
China,Domestic Beer(0.5 liter bottle),0.81,"Alimentos, bebidas y tabaco"
Tunisia,Domestic Beer(0.5 liter bottle),1.19,"Alimentos, bebidas y tabaco"
Sri Lanka,Domestic Beer(0.5 liter bottle),1.86,"Alimentos, bebidas y tabaco"
India,Domestic Beer(0.5 liter bottle),1.9,"Alimentos, bebidas y tabaco"
Malaysia,Domestic Beer(0.5 liter bottle),2.36,"Alimentos, bebidas y tabaco"
Bolivia,Domestic Beer(0.5 liter bottle),1.7,"Alimentos, bebidas y tabaco"
Thailand,Domestic Beer(0.5 liter bottle),1.59,"Alimentos, bebidas y tabaco"
Algeria,Domestic Beer(0.5 liter bottle),1.7,"Alimentos, bebidas y tabaco"
Nigeria,Domestic Beer(0.5 liter bottle),0.99,"Alimentos, bebidas y tabaco"
Vietnam,Domestic Beer(0.5 liter bottle),0.82,"Alimentos, bebidas y tabaco"
Nepal,Domestic Beer(0.5 liter bottle),2.31,"Alimentos, bebidas y tabaco"
Indonesia,Domestic Beer(0.5 liter bottle),2.12,"Alimentos, bebidas y tabaco"
Switzerland,Market - Imported Beer(0.33 liter bottle),2.7,"Alimentos, bebidas y tabaco"
Denmark,Market - Imported Beer(0.33 liter bottle),2.29,"Alimentos, bebidas y tabaco"
United States,Market - Imported Beer(0.33 liter bottle),3.55,"Alimentos, bebidas y tabaco"
Belgium,Market - Imported Beer(0.33 liter bottle),2.22,"Alimentos, bebidas y tabaco"
Luxembourg,Market - Imported Beer(0.33 liter bottle),1.92,"Alimentos, bebidas y tabaco"
United Kingdom,Market - Imported Beer(0.33 liter bottle),2.97,"Alimentos, bebidas y tabaco"
Israel,Market - Imported Beer(0.33 liter bottle),2.94,"Alimentos, bebidas y tabaco"
Canada,Market - Imported Beer(0.33 liter bottle),3.21,"Alimentos, bebidas y tabaco"
Norway,Market - Imported Beer(0.33 liter bottle),3.94,"Alimentos, bebidas y tabaco"
Netherlands,Market - Imported Beer(0.33 liter bottle),2.55,"Alimentos, bebidas y tabaco"
Ireland,Market - Imported Beer(0.33 liter bottle),3.51,"Alimentos, bebidas y tabaco"
Australia,Market - Imported Beer(0.33 liter bottle),5.6,"Alimentos, bebidas y tabaco"
Greece,Market - Imported Beer(0.33 liter bottle),2.57,"Alimentos, bebidas y tabaco"
Uruguay,Market - Imported Beer(0.33 liter bottle),3.3,"Alimentos, bebidas y tabaco"
Cyprus,Market - Imported Beer(0.33 liter bottle),2.61,"Alimentos, bebidas y tabaco"
Austria,Market - Imported Beer(0.33 liter bottle),1.8,"Alimentos, bebidas y tabaco"
Italy,Market - Imported Beer(0.33 liter bottle),2.2,"Alimentos, bebidas y tabaco"
Malta,Market - Imported Beer(0.33 liter bottle),2.63,"Alimentos, bebidas y tabaco"
France,Market - Imported Beer(0.33 liter bottle),2.88,"Alimentos, bebidas y tabaco"
Finland,Market - Imported Beer(0.33 liter bottle),3.55,"Alimentos, bebidas y tabaco"
New Zealand,Market - Imported Beer(0.33 liter bottle),3.75,"Alimentos, bebidas y tabaco"
Germany,Market - Imported Beer(0.33 liter bottle),1.55,"Alimentos, bebidas y tabaco"
Spain,Market - Imported Beer(0.33 liter bottle),1.81,"Alimentos, bebidas y tabaco"
Estonia,Market - Imported Beer(0.33 liter bottle),2.07,"Alimentos, bebidas y tabaco"
Slovenia,Market - Imported Beer(0.33 liter bottle),1.96,"Alimentos, bebidas y tabaco"
Lithuania,Market - Imported Beer(0.33 liter bottle),1.83,"Alimentos, bebidas y tabaco"
Sweden,Market - Imported Beer(0.33 liter bottle),1.95,"Alimentos, bebidas y tabaco"
Singapore,Market - Imported Beer(0.33 liter bottle),4.58,"Alimentos, bebidas y tabaco"
Portugal,Market - Imported Beer(0.33 liter bottle),2.21,"Alimentos, bebidas y tabaco"
Latvia,Market - Imported Beer(0.33 liter bottle),1.93,"Alimentos, bebidas y tabaco"
Bulgaria,Market - Imported Beer(0.33 liter bottle),1.54,"Alimentos, bebidas y tabaco"
Croatia,Market - Imported Beer(0.33 liter bottle),1.97,"Alimentos, bebidas y tabaco"
Montenegro,Market - Imported Beer(0.33 liter bottle),1.56,"Alimentos, bebidas y tabaco"
Albania,Market - Imported Beer(0.33 liter bottle),1.93,"Alimentos, bebidas y tabaco"
Hungary,Market - Imported Beer(0.33 liter bottle),1.33,"Alimentos, bebidas y tabaco"
Armenia,Market - Imported Beer(0.33 liter bottle),2.05,"Alimentos, bebidas y tabaco"
Panama,Market - Imported Beer(0.33 liter bottle),1.88,"Alimentos, bebidas y tabaco"
Venezuela,Market - Imported Beer(0.33 liter bottle),2.05,"Alimentos, bebidas y tabaco"
Costa Rica,Market - Imported Beer(0.33 liter bottle),2.86,"Alimentos, bebidas y tabaco"
Romania,Market - Imported Beer(0.33 liter bottle),1.6,"Alimentos, bebidas y tabaco"
Mexico,Market - Imported Beer(0.33 liter bottle),2.94,"Alimentos, bebidas y tabaco"
Georgia,Market - Imported Beer(0.33 liter bottle),2.3,"Alimentos, bebidas y tabaco"
Kazakhstan,Market - Imported Beer(0.33 liter bottle),2.06,"Alimentos, bebidas y tabaco"
Hong Kong (China),Market - Imported Beer(0.33 liter bottle),2.8,"Alimentos, bebidas y tabaco"
Azerbaijan,Restaurants - Imported Beer(0.33 liter bottle),2.67,Restaurantes
Poland,Market - Imported Beer(0.33 liter bottle),1.51,"Alimentos, bebidas y tabaco"
Slovakia,Market - Imported Beer(0.33 liter bottle),1.53,"Alimentos, bebidas y tabaco"
Czech Republic,Market - Imported Beer(0.33 liter bottle),1.66,"Alimentos, bebidas y tabaco"
Chile,Market - Imported Beer(0.33 liter bottle),2.28,"Alimentos, bebidas y tabaco"
Serbia,Market - Imported Beer(0.33 liter bottle),1.2,"Alimentos, bebidas y tabaco"
United Arab Emirates,Market - Imported Beer(0.33 liter bottle),6.36,"Alimentos, bebidas y tabaco"
South Africa,Market - Imported Beer(0.33 liter bottle),1.57,"Alimentos, bebidas y tabaco"
Turkey,Market - Imported Beer(0.33 liter bottle),2.49,"Alimentos, bebidas y tabaco"
Belarus,Market - Imported Beer(0.33 liter bottle),1.61,"Alimentos, bebidas y tabaco"
Russia,Market - Imported Beer(0.33 liter bottle),1.48,"Alimentos, bebidas y tabaco"
Moldova,Market - Imported Beer(0.33 liter bottle),1.85,"Alimentos, bebidas y tabaco"
South Korea,Market - Imported Beer(0.33 liter bottle),2.64,"Alimentos, bebidas y tabaco"
Jordan,Market - Imported Beer(0.33 liter bottle),6.45,"Alimentos, bebidas y tabaco"
Argentina,Market - Imported Beer(0.33 liter bottle),1.9,"Alimentos, bebidas y tabaco"
Cuba,Market - Imported Beer(0.33 liter bottle),1.93,"Alimentos, bebidas y tabaco"
Palestine,Market - Imported Beer(0.33 liter bottle),2.96,"Alimentos, bebidas y tabaco"
Jamaica,Market - Imported Beer(0.33 liter bottle),3.06,"Alimentos, bebidas y tabaco"
Japan,Market - Imported Beer(0.33 liter bottle),2.64,"Alimentos, bebidas y tabaco"
Mauritius,Market - Imported Beer(0.33 liter bottle),1.89,"Alimentos, bebidas y tabaco"
Ukraine,Market - Imported Beer(0.33 liter bottle),1.32,"Alimentos, bebidas y tabaco"
Brazil,Market - Imported Beer(0.33 liter bottle),2.36,"Alimentos, bebidas y tabaco"
Bosnia And Herzegovina,Market - Imported Beer(0.33 liter bottle),1.1,"Alimentos, bebidas y tabaco"
North Macedonia,Market - Imported Beer(0.33 liter bottle),1.3,"Alimentos, bebidas y tabaco"
Oman,Market - Imported Beer(0.33 liter bottle),8.57,"Alimentos, bebidas y tabaco"
Uzbekistan,Market - Imported Beer(0.33 liter bottle),2.91,"Alimentos, bebidas y tabaco"
Taiwan,Market - Imported Beer(0.33 liter bottle),2.17,"Alimentos, bebidas y tabaco"
Colombia,Market - Imported Beer(0.33 liter bottle),1.84,"Alimentos, bebidas y tabaco"
Iraq,Market - Imported Beer(0.33 liter bottle),2.34,"Alimentos, bebidas y tabaco"
Peru,Market - Imported Beer(0.33 liter bottle),2.56,"Alimentos, bebidas y tabaco"
Kenya,Market - Imported Beer(0.33 liter bottle),2.27,"Alimentos, bebidas y tabaco"
Egypt,Market - Imported Beer(0.33 liter bottle),1.44,"Alimentos, bebidas y tabaco"
Ecuador,Market - Imported Beer(0.33 liter bottle),2.62,"Alimentos, bebidas y tabaco"
Philippines,Market - Imported Beer(0.33 liter bottle),1.8,"Alimentos, bebidas y tabaco"
Morocco,Market - Imported Beer(0.33 liter bottle),2.3,"Alimentos, bebidas y tabaco"
China,Market - Imported Beer(0.33 liter bottle),1.77,"Alimentos, bebidas y tabaco"
Tunisia,Market - Imported Beer(0.33 liter bottle),1.2,"Alimentos, bebidas y tabaco"
Sri Lanka,Market - Imported Beer(0.33 liter bottle),2.61,"Alimentos, bebidas y tabaco"
India,Market - Imported Beer(0.33 liter bottle),3.1,"Alimentos, bebidas y tabaco"
Malaysia,Market - Imported Beer(0.33 liter bottle),3.3,"Alimentos, bebidas y tabaco"
Bolivia,Market - Imported Beer(0.33 liter bottle),2.52,"Alimentos, bebidas y tabaco"
Thailand,Market - Imported Beer(0.33 liter bottle),2.63,"Alimentos, bebidas y tabaco"
Algeria,Restaurants - Imported Beer(0.33 liter bottle),2.22,Restaurantes
Nigeria,Restaurants - Imported Beer(0.33 liter bottle),1.38,Restaurantes
Vietnam,Market - Imported Beer(0.33 liter bottle),1.39,"Alimentos, bebidas y tabaco"
Nepal,Market - Imported Beer(0.33 liter bottle),3.29,"Alimentos, bebidas y tabaco"
Indonesia,Market - Imported Beer(0.33 liter bottle),3.04,"Alimentos, bebidas y tabaco"
Switzerland,Cigarettes 20 Pack(Marlboro),9.92,"Alimentos, bebidas y tabaco"
Denmark,Cigarettes 20 Pack(Marlboro),8.64,"Alimentos, bebidas y tabaco"
United States,Cigarettes 20 Pack(Marlboro),10.0,"Alimentos, bebidas y tabaco"
Belgium,Cigarettes 20 Pack(Marlboro),8.59,"Alimentos, bebidas y tabaco"
Luxembourg,Cigarettes 20 Pack(Marlboro),5.9,"Alimentos, bebidas y tabaco"
United Kingdom,Cigarettes 20 Pack(Marlboro),16.31,"Alimentos, bebidas y tabaco"
Israel,Cigarettes 20 Pack(Marlboro),9.4,"Alimentos, bebidas y tabaco"
Canada,Cigarettes 20 Pack(Marlboro),13.9,"Alimentos, bebidas y tabaco"
Norway,Cigarettes 20 Pack(Marlboro),13.66,"Alimentos, bebidas y tabaco"
Netherlands,Cigarettes 20 Pack(Marlboro),9.02,"Alimentos, bebidas y tabaco"
Ireland,Cigarettes 20 Pack(Marlboro),16.64,"Alimentos, bebidas y tabaco"
Australia,Cigarettes 20 Pack(Marlboro),29.59,"Alimentos, bebidas y tabaco"
Greece,Cigarettes 20 Pack(Marlboro),4.94,"Alimentos, bebidas y tabaco"
Uruguay,Cigarettes 20 Pack(Marlboro),5.22,"Alimentos, bebidas y tabaco"
Cyprus,Cigarettes 20 Pack(Marlboro),5.37,"Alimentos, bebidas y tabaco"
Austria,Cigarettes 20 Pack(Marlboro),6.44,"Alimentos, bebidas y tabaco"
Italy,Cigarettes 20 Pack(Marlboro),6.44,"Alimentos, bebidas y tabaco"
Malta,Cigarettes 20 Pack(Marlboro),6.12,"Alimentos, bebidas y tabaco"
France,Cigarettes 20 Pack(Marlboro),11.81,"Alimentos, bebidas y tabaco"
Finland,Cigarettes 20 Pack(Marlboro),10.73,"Alimentos, bebidas y tabaco"
New Zealand,Cigarettes 20 Pack(Marlboro),23.29,"Alimentos, bebidas y tabaco"
Germany,Cigarettes 20 Pack(Marlboro),8.8,"Alimentos, bebidas y tabaco"
Spain,Cigarettes 20 Pack(Marlboro),5.64,"Alimentos, bebidas y tabaco"
Estonia,Cigarettes 20 Pack(Marlboro),5.8,"Alimentos, bebidas y tabaco"
Slovenia,Cigarettes 20 Pack(Marlboro),5.37,"Alimentos, bebidas y tabaco"
Lithuania,Cigarettes 20 Pack(Marlboro),5.21,"Alimentos, bebidas y tabaco"
Sweden,Cigarettes 20 Pack(Marlboro),6.45,"Alimentos, bebidas y tabaco"
Singapore,Cigarettes 20 Pack(Marlboro),12.19,"Alimentos, bebidas y tabaco"
Portugal,Cigarettes 20 Pack(Marlboro),5.69,"Alimentos, bebidas y tabaco"
Latvia,Cigarettes 20 Pack(Marlboro),4.83,"Alimentos, bebidas y tabaco"
Bulgaria,Cigarettes 20 Pack(Marlboro),3.29,"Alimentos, bebidas y tabaco"
Croatia,Cigarettes 20 Pack(Marlboro),4.99,"Alimentos, bebidas y tabaco"
Montenegro,Cigarettes 20 Pack(Marlboro),3.76,"Alimentos, bebidas y tabaco"
Albania,Cigarettes 20 Pack(Marlboro),3.74,"Alimentos, bebidas y tabaco"
Hungary,Cigarettes 20 Pack(Marlboro),5.79,"Alimentos, bebidas y tabaco"
Armenia,Cigarettes 20 Pack(Marlboro),2.58,"Alimentos, bebidas y tabaco"
Panama,Cigarettes 20 Pack(Marlboro),5.62,"Alimentos, bebidas y tabaco"
Venezuela,Cigarettes 20 Pack(Marlboro),3.69,"Alimentos, bebidas y tabaco"
Costa Rica,Cigarettes 20 Pack(Marlboro),4.91,"Alimentos, bebidas y tabaco"
Romania,Cigarettes 20 Pack(Marlboro),5.39,"Alimentos, bebidas y tabaco"
Mexico,Cigarettes 20 Pack(Marlboro),4.42,"Alimentos, bebidas y tabaco"
Georgia,Cigarettes 20 Pack(Marlboro),3.0,"Alimentos, bebidas y tabaco"
Kazakhstan,Cigarettes 20 Pack(Marlboro),1.81,"Alimentos, bebidas y tabaco"
Hong Kong (China),Cigarettes 20 Pack(Marlboro),12.79,"Alimentos, bebidas y tabaco"
Azerbaijan,Cigarettes 20 Pack(Marlboro),3.53,"Alimentos, bebidas y tabaco"
Poland,Cigarettes 20 Pack(Marlboro),4.64,"Alimentos, bebidas y tabaco"
Slovakia,Cigarettes 20 Pack(Marlboro),5.37,"Alimentos, bebidas y tabaco"
Czech Republic,Cigarettes 20 Pack(Marlboro),6.18,"Alimentos, bebidas y tabaco"
Chile,Cigarettes 20 Pack(Marlboro),5.07,"Alimentos, bebidas y tabaco"
Serbia,Cigarettes 20 Pack(Marlboro),3.66,"Alimentos, bebidas y tabaco"
Qatar,Cigarettes 20 Pack(Marlboro),6.59,"Alimentos, bebidas y tabaco"
United Arab Emirates,Cigarettes 20 Pack(Marlboro),6.26,"Alimentos, bebidas y tabaco"
South Africa,Cigarettes 20 Pack(Marlboro),2.69,"Alimentos, bebidas y tabaco"
Turkey,Cigarettes 20 Pack(Marlboro),1.79,"Alimentos, bebidas y tabaco"
Belarus,Cigarettes 20 Pack(Marlboro),1.53,"Alimentos, bebidas y tabaco"
Russia,Cigarettes 20 Pack(Marlboro),2.18,"Alimentos, bebidas y tabaco"
Moldova,Cigarettes 20 Pack(Marlboro),2.83,"Alimentos, bebidas y tabaco"
South Korea,Cigarettes 20 Pack(Marlboro),3.3,"Alimentos, bebidas y tabaco"
Jordan,Cigarettes 20 Pack(Marlboro),3.53,"Alimentos, bebidas y tabaco"
Argentina,Cigarettes 20 Pack(Marlboro),2.0,"Alimentos, bebidas y tabaco"
Cuba,Cigarettes 20 Pack(Marlboro),3.5,"Alimentos, bebidas y tabaco"
Palestine,Cigarettes 20 Pack(Marlboro),7.25,"Alimentos, bebidas y tabaco"
Jamaica,Cigarettes 20 Pack(Marlboro),9.3,"Alimentos, bebidas y tabaco"
Saudi Arabia,Cigarettes 20 Pack(Marlboro),7.47,"Alimentos, bebidas y tabaco"
Japan,Cigarettes 20 Pack(Marlboro),3.91,"Alimentos, bebidas y tabaco"
Kuwait,Cigarettes 20 Pack(Marlboro),3.25,"Alimentos, bebidas y tabaco"
Mauritius,Cigarettes 20 Pack(Marlboro),5.84,"Alimentos, bebidas y tabaco"
Ukraine,Cigarettes 20 Pack(Marlboro),2.15,"Alimentos, bebidas y tabaco"
Brazil,Cigarettes 20 Pack(Marlboro),2.35,"Alimentos, bebidas y tabaco"
Bosnia And Herzegovina,Cigarettes 20 Pack(Marlboro),3.29,"Alimentos, bebidas y tabaco"
North Macedonia,Cigarettes 20 Pack(Marlboro),2.79,"Alimentos, bebidas y tabaco"
Oman,Cigarettes 20 Pack(Marlboro),5.72,"Alimentos, bebidas y tabaco"
Uzbekistan,Cigarettes 20 Pack(Marlboro),2.0,"Alimentos, bebidas y tabaco"
Taiwan,Cigarettes 20 Pack(Marlboro),3.71,"Alimentos, bebidas y tabaco"
Colombia,Cigarettes 20 Pack(Marlboro),2.43,"Alimentos, bebidas y tabaco"
Iraq,Cigarettes 20 Pack(Marlboro),2.0,"Alimentos, bebidas y tabaco"
Libya,Cigarettes 20 Pack(Marlboro),2.16,"Alimentos, bebidas y tabaco"
Peru,Cigarettes 20 Pack(Marlboro),5.33,"Alimentos, bebidas y tabaco"
Iran,Cigarettes 20 Pack(Marlboro),2.1,"Alimentos, bebidas y tabaco"
Kenya,Cigarettes 20 Pack(Marlboro),2.6,"Alimentos, bebidas y tabaco"
Egypt,Cigarettes 20 Pack(Marlboro),1.72,"Alimentos, bebidas y tabaco"
Ecuador,Cigarettes 20 Pack(Marlboro),6.0,"Alimentos, bebidas y tabaco"
Philippines,Cigarettes 20 Pack(Marlboro),2.61,"Alimentos, bebidas y tabaco"
Morocco,Cigarettes 20 Pack(Marlboro),3.77,"Alimentos, bebidas y tabaco"
China,Cigarettes 20 Pack(Marlboro),3.45,"Alimentos, bebidas y tabaco"
Tunisia,Cigarettes 20 Pack(Marlboro),3.18,"Alimentos, bebidas y tabaco"
Sri Lanka,Cigarettes 20 Pack(Marlboro),8.1,"Alimentos, bebidas y tabaco"
India,Cigarettes 20 Pack(Marlboro),4.2,"Alimentos, bebidas y tabaco"
Malaysia,Cigarettes 20 Pack(Marlboro),3.8,"Alimentos, bebidas y tabaco"
Bolivia,Cigarettes 20 Pack(Marlboro),2.9,"Alimentos, bebidas y tabaco"
Thailand,Cigarettes 20 Pack(Marlboro),3.94,"Alimentos, bebidas y tabaco"
Algeria,Cigarettes 20 Pack(Marlboro),2.57,"Alimentos, bebidas y tabaco"
Nigeria,Cigarettes 20 Pack(Marlboro),1.31,"Alimentos, bebidas y tabaco"
Vietnam,Cigarettes 20 Pack(Marlboro),1.24,"Alimentos, bebidas y tabaco"
Nepal,Cigarettes 20 Pack(Marlboro),3.0,"Alimentos, bebidas y tabaco"
Indonesia,Cigarettes 20 Pack(Marlboro),2.3,"Alimentos, bebidas y tabaco"
Bangladesh,Cigarettes 20 Pack(Marlboro),2.74,"Alimentos, bebidas y tabaco"
Pakistan,Cigarettes 20 Pack(Marlboro),1.8,"Alimentos, bebidas y tabaco"
Switzerland,One-way Ticket(Local Transport),3.86,Servicios de transporte
Denmark,One-way Ticket(Local Transport),3.45,Servicios de transporte
United States,One-way Ticket(Local Transport),2.5,Servicios de transporte
Belgium,One-way Ticket(Local Transport),2.68,Servicios de transporte
Luxembourg,One-way Ticket(Local Transport),0.0,Servicios de transporte
United Kingdom,One-way Ticket(Local Transport),3.01,Servicios de transporte
Israel,One-way Ticket(Local Transport),1.53,Servicios de transporte
Canada,One-way Ticket(Local Transport),2.56,Servicios de transporte
Norway,One-way Ticket(Local Transport),3.73,Servicios de transporte
Netherlands,One-way Ticket(Local Transport),3.65,Servicios de transporte
Ireland,One-way Ticket(Local Transport),2.15,Servicios de transporte
Australia,One-way Ticket(Local Transport),3.29,Servicios de transporte
Greece,One-way Ticket(Local Transport),1.29,Servicios de transporte
Uruguay,One-way Ticket(Local Transport),1.3,Servicios de transporte
Cyprus,One-way Ticket(Local Transport),2.15,Servicios de transporte
Austria,One-way Ticket(Local Transport),2.68,Servicios de transporte
Italy,One-way Ticket(Local Transport),1.82,Servicios de transporte
Malta,One-way Ticket(Local Transport),2.15,Servicios de transporte
France,One-way Ticket(Local Transport),1.93,Servicios de transporte
Finland,One-way Ticket(Local Transport),3.22,Servicios de transporte
New Zealand,One-way Ticket(Local Transport),2.33,Servicios de transporte
Germany,One-way Ticket(Local Transport),3.22,Servicios de transporte
Spain,One-way Ticket(Local Transport),1.61,Servicios de transporte
Estonia,One-way Ticket(Local Transport),1.99,Servicios de transporte
Slovenia,One-way Ticket(Local Transport),1.4,Servicios de transporte
Lithuania,One-way Ticket(Local Transport),1.07,Servicios de transporte
Sweden,One-way Ticket(Local Transport),3.23,Servicios de transporte
