country,item_names,item_prices_usd,categoria_propia
Bosnia And Herzegovina,Oranges(1kg),1.5,"Alimentos, bebidas y tabaco"
North Macedonia,Oranges(1kg),1.16,"Alimentos, bebidas y tabaco"
Oman,Oranges(1kg),1.78,"Alimentos, bebidas y tabaco"
Uzbekistan,Oranges(1kg),2.29,"Alimentos, bebidas y tabaco"
Taiwan,Oranges(1kg),2.57,"Alimentos, bebidas y tabaco"
Colombia,Oranges(1kg),1.33,"Alimentos, bebidas y tabaco"
Iraq,Oranges(1kg),0.99,"Alimentos, bebidas y tabaco"
Libya,Oranges(1kg),0.77,"Alimentos, bebidas y tabaco"
Peru,Oranges(1kg),0.94,"Alimentos, bebidas y tabaco"
Iran,Oranges(1kg),0.97,"Alimentos, bebidas y tabaco"
Kenya,Oranges(1kg),1.59,"Alimentos, bebidas y tabaco"
Egypt,Oranges(1kg),0.35,"Alimentos, bebidas y tabaco"
Ecuador,Oranges(1kg),1.34,"Alimentos, bebidas y tabaco"
Philippines,Oranges(1kg),2.59,"Alimentos, bebidas y tabaco"
Morocco,Oranges(1kg),0.74,"Alimentos, bebidas y tabaco"
China,Oranges(1kg),1.58,"Alimentos, bebidas y tabaco"
Tunisia,Oranges(1kg),1.03,"Alimentos, bebidas y tabaco"
Sri Lanka,Oranges(1kg),5.74,"Alimentos, bebidas y tabaco"
India,Oranges(1kg),1.1,"Alimentos, bebidas y tabaco"
Malaysia,Oranges(1kg),2.41,"Alimentos, bebidas y tabaco"
Bolivia,Oranges(1kg),1.19,"Alimentos, bebidas y tabaco"
Thailand,Oranges(1kg),1.83,"Alimentos, bebidas y tabaco"
Algeria,Oranges(1kg),1.7,"Alimentos, bebidas y tabaco"
Nigeria,Oranges(1kg),1.76,"Alimentos, bebidas y tabaco"
Vietnam,Oranges(1kg),1.44,"Alimentos, bebidas y tabaco"
Nepal,Oranges(1kg),1.21,"Alimentos, bebidas y tabaco"
Indonesia,Oranges(1kg),1.8,"Alimentos, bebidas y tabaco"
Bangladesh,Oranges(1kg),2.15,"Alimentos, bebidas y tabaco"
Pakistan,Oranges(1kg),0.76,"Alimentos, bebidas y tabaco"
Switzerland,Potato(1kg),2.58,"Alimentos, bebidas y tabaco"
Denmark,Potato(1kg),1.96,"Alimentos, bebidas y tabaco"
United States,Potato(1kg),3.01,"Alimentos, bebidas y tabaco"
Belgium,Potato(1kg),1.69,"Alimentos, bebidas y tabaco"
Luxembourg,Potato(1kg),1.8,"Alimentos, bebidas y tabaco"
United Kingdom,Potato(1kg),1.39,"Alimentos, bebidas y tabaco"
Israel,Potato(1kg),1.32,"Alimentos, bebidas y tabaco"
Canada,Potato(1kg),2.62,"Alimentos, bebidas y tabaco"
Norway,Potato(1kg),2.01,"Alimentos, bebidas y tabaco"
Netherlands,Potato(1kg),1.97,"Alimentos, bebidas y tabaco"
Ireland,Potato(1kg),1.86,"Alimentos, bebidas y tabaco"
Australia,Potato(1kg),2.45,"Alimentos, bebidas y tabaco"
Greece,Potato(1kg),1.2,"Alimentos, bebidas y tabaco"
Uruguay,Potato(1kg),1.87,"Alimentos, bebidas y tabaco"
Cyprus,Potato(1kg),1.43,"Alimentos, bebidas y tabaco"
Austria,Potato(1kg),1.96,"Alimentos, bebidas y tabaco"
Italy,Potato(1kg),1.69,"Alimentos, bebidas y tabaco"
Malta,Potato(1kg),1.66,"Alimentos, bebidas y tabaco"
France,Potato(1kg),2.18,"Alimentos, bebidas y tabaco"
Finland,Potato(1kg),1.28,"Alimentos, bebidas y tabaco"
New Zealand,Potato(1kg),2.25,"Alimentos, bebidas y tabaco"
Germany,Potato(1kg),1.59,"Alimentos, bebidas y tabaco"
Spain,Potato(1kg),1.55,"Alimentos, bebidas y tabaco"
Estonia,Potato(1kg),0.89,"Alimentos, bebidas y tabaco"
Slovenia,Potato(1kg),1.12,"Alimentos, bebidas y tabaco"
Lithuania,Potato(1kg),0.85,"Alimentos, bebidas y tabaco"
Sweden,Potato(1kg),1.47,"Alimentos, bebidas y tabaco"
Singapore,Potato(1kg),2.31,"Alimentos, bebidas y tabaco"
Portugal,Potato(1kg),1.57,"Alimentos, bebidas y tabaco"
Latvia,Potato(1kg),0.8,"Alimentos, bebidas y tabaco"
Bulgaria,Potato(1kg),0.99,"Alimentos, bebidas y tabaco"
Croatia,Potato(1kg),1.09,"Alimentos, bebidas y tabaco"
Montenegro,Potato(1kg),0.99,"Alimentos, bebidas y tabaco"
Albania,Potato(1kg),1.03,"Alimentos, bebidas y tabaco"
Hungary,Potato(1kg),1.14,"Alimentos, bebidas y tabaco"
Armenia,Potato(1kg),0.67,"Alimentos, bebidas y tabaco"
Panama,Potato(1kg),2.08,"Alimentos, bebidas y tabaco"
Venezuela,Potato(1kg),1.64,"Alimentos, bebidas y tabaco"
Costa Rica,Potato(1kg),2.59,"Alimentos, bebidas y tabaco"
Romania,Potato(1kg),0.88,"Alimentos, bebidas y tabaco"
Mexico,Potato(1kg),2.09,"Alimentos, bebidas y tabaco"
Georgia,Potato(1kg),0.7,"Alimentos, bebidas y tabaco"
Kazakhstan,Potato(1kg),0.56,"Alimentos, bebidas y tabaco"
Hong Kong (China),Potato(1kg),2.67,"Alimentos, bebidas y tabaco"
Azerbaijan,Potato(1kg),0.64,"Alimentos, bebidas y tabaco"
Poland,Potato(1kg),0.79,"Alimentos, bebidas y tabaco"
Slovakia,Potato(1kg),1.34,"Alimentos, bebidas y tabaco"
Czech Republic,Potato(1kg),1.16,"Alimentos, bebidas y tabaco"
Chile,Potato(1kg),1.35,"Alimentos, bebidas y tabaco"
Serbia,Potato(1kg),1.02,"Alimentos, bebidas y tabaco"
Qatar,Potato(1kg),0.99,"Alimentos, bebidas y tabaco"
United Arab Emirates,Potato(1kg),1.11,"Alimentos, bebidas y tabaco"
South Africa,Potato(1kg),1.14,"Alimentos, bebidas y tabaco"
Turkey,Potato(1kg),0.6,"Alimentos, bebidas y tabaco"
Belarus,Potato(1kg),0.45,"Alimentos, bebidas y tabaco"
Russia,Potato(1kg),0.46,"Alimentos, bebidas y tabaco"
Moldova,Potato(1kg),0.67,"Alimentos, bebidas y tabaco"
South Korea,Potato(1kg),3.91,"Alimentos, bebidas y tabaco"
Jordan,Potato(1kg),0.88,"Alimentos, bebidas y tabaco"
Argentina,Potato(1kg),0.8,"Alimentos, bebidas y tabaco"
Cuba,Potato(1kg),1.75,"Alimentos, bebidas y tabaco"
Palestine,Potato(1kg),1.03,"Alimentos, bebidas y tabaco"
Jamaica,Potato(1kg),2.53,"Alimentos, bebidas y tabaco"
Saudi Arabia,Potato(1kg),1.25,"Alimentos, bebidas y tabaco"
Japan,Potato(1kg),2.52,"Alimentos, bebidas y tabaco"
Kuwait,Potato(1kg),1.18,"Alimentos, bebidas y tabaco"
Mauritius,Potato(1kg),1.07,"Alimentos, bebidas y tabaco"
Ukraine,Potato(1kg),0.46,"Alimentos, bebidas y tabaco"
Brazil,Potato(1kg),1.15,"Alimentos, bebidas y tabaco"
Bosnia And Herzegovina,Potato(1kg),0.87,"Alimentos, bebidas y tabaco"
North Macedonia,Potato(1kg),0.85,"Alimentos, bebidas y tabaco"
Oman,Potato(1kg),0.97,"Alimentos, bebidas y tabaco"
Uzbekistan,Potato(1kg),0.55,"Alimentos, bebidas y tabaco"
Taiwan,Potato(1kg),2.63,"Alimentos, bebidas y tabaco"
Colombia,Potato(1kg),1.11,"Alimentos, bebidas y tabaco"
Iraq,Potato(1kg),0.63,"Alimentos, bebidas y tabaco"
Libya,Potato(1kg),0.58,"Alimentos, bebidas y tabaco"
Peru,Potato(1kg),0.89,"Alimentos, bebidas y tabaco"
Iran,Potato(1kg),0.53,"Alimentos, bebidas y tabaco"
Kenya,Potato(1kg),0.75,"Alimentos, bebidas y tabaco"
Egypt,Potato(1kg),0.36,"Alimentos, bebidas y tabaco"
Ecuador,Potato(1kg),1.17,"Alimentos, bebidas y tabaco"
Philippines,Potato(1kg),2.0,"Alimentos, bebidas y tabaco"
Morocco,Potato(1kg),0.69,"Alimentos, bebidas y tabaco"
China,Potato(1kg),0.78,"Alimentos, bebidas y tabaco"
Tunisia,Potato(1kg),0.6,"Alimentos, bebidas y tabaco"
Sri Lanka,Potato(1kg),1.12,"Alimentos, bebidas y tabaco"
India,Potato(1kg),0.36,"Alimentos, bebidas y tabaco"
Malaysia,Potato(1kg),0.79,"Alimentos, bebidas y tabaco"
Bolivia,Potato(1kg),1.17,"Alimentos, bebidas y tabaco"
Thailand,Potato(1kg),1.35,"Alimentos, bebidas y tabaco"
Algeria,Potato(1kg),0.51,"Alimentos, bebidas y tabaco"
Nigeria,Potato(1kg),2.69,"Alimentos, bebidas y tabaco"
Vietnam,Potato(1kg),1.19,"Alimentos, bebidas y tabaco"
Nepal,Potato(1kg),0.42,"Alimentos, bebidas y tabaco"
Indonesia,Potato(1kg),1.29,"Alimentos, bebidas y tabaco"
Bangladesh,Potato(1kg),0.35,"Alimentos, bebidas y tabaco"
Pakistan,Potato(1kg),0.34,"Alimentos, bebidas y tabaco"
Switzerland,Lettuce(1 head),2.43,"Alimentos, bebidas y tabaco"
Denmark,Lettuce(1 head),1.91,"Alimentos, bebidas y tabaco"
United States,Lettuce(1 head),2.16,"Alimentos, bebidas y tabaco"
Belgium,Lettuce(1 head),1.3,"Alimentos, bebidas y tabaco"
Luxembourg,Lettuce(1 head),1.76,"Alimentos, bebidas y tabaco"
United Kingdom,Lettuce(1 head),0.96,"Alimentos, bebidas y tabaco"
Israel,Lettuce(1 head),1.8,"Alimentos, bebidas y tabaco"
Canada,Lettuce(1 head),2.6,"Alimentos, bebidas y tabaco"
Norway,Lettuce(1 head),2.34,"Alimentos, bebidas y tabaco"
Netherlands,Lettuce(1 head),1.07,"Alimentos, bebidas y tabaco"
Ireland,Lettuce(1 head),1.17,"Alimentos, bebidas y tabaco"
Australia,Lettuce(1 head),2.31,"Alimentos, bebidas y tabaco"
Greece,Lettuce(1 head),1.0,"Alimentos, bebidas y tabaco"
Uruguay,Lettuce(1 head),1.28,"Alimentos, bebidas y tabaco"
Cyprus,Lettuce(1 head),0.76,"Alimentos, bebidas y tabaco"
Austria,Lettuce(1 head),1.74,"Alimentos, bebidas y tabaco"
Italy,Lettuce(1 head),1.4,"Alimentos, bebidas y tabaco"
Malta,Lettuce(1 head),1.74,"Alimentos, bebidas y tabaco"
France,Lettuce(1 head),1.46,"Alimentos, bebidas y tabaco"
Finland,Lettuce(1 head),1.95,"Alimentos, bebidas y tabaco"
New Zealand,Lettuce(1 head),2.59,"Alimentos, bebidas y tabaco"
Germany,Lettuce(1 head),1.99,"Alimentos, bebidas y tabaco"
Spain,Lettuce(1 head),1.11,"Alimentos, bebidas y tabaco"
Estonia,Lettuce(1 head),1.78,"Alimentos, bebidas y tabaco"
Slovenia,Lettuce(1 head),1.52,"Alimentos, bebidas y tabaco"
Lithuania,Lettuce(1 head),1.77,"Alimentos, bebidas y tabaco"
Sweden,Lettuce(1 head),2.08,"Alimentos, bebidas y tabaco"
Singapore,Lettuce(1 head),1.68,"Alimentos, bebidas y tabaco"
Portugal,Lettuce(1 head),1.48,"Alimentos, bebidas y tabaco"
Latvia,Lettuce(1 head),1.49,"Alimentos, bebidas y tabaco"
Bulgaria,Lettuce(1 head),0.97,"Alimentos, bebidas y tabaco"
Croatia,Lettuce(1 head),1.11,"Alimentos, bebidas y tabaco"
Montenegro,Lettuce(1 head),1.21,"Alimentos, bebidas y tabaco"
Albania,Lettuce(1 head),1.05,"Alimentos, bebidas y tabaco"
Hungary,Lettuce(1 head),1.25,"Alimentos, bebidas y tabaco"
Armenia,Lettuce(1 head),0.85,"Alimentos, bebidas y tabaco"
Panama,Lettuce(1 head),1.93,"Alimentos, bebidas y tabaco"
Venezuela,Lettuce(1 head),1.07,"Alimentos, bebidas y tabaco"
Costa Rica,Lettuce(1 head),1.02,"Alimentos, bebidas y tabaco"
Romania,Lettuce(1 head),0.85,"Alimentos, bebidas y tabaco"
Mexico,Lettuce(1 head),1.27,"Alimentos, bebidas y tabaco"
Georgia,Lettuce(1 head),1.25,"Alimentos, bebidas y tabaco"
Kazakhstan,Lettuce(1 head),1.13,"Alimentos, bebidas y tabaco"
Hong Kong (China),Lettuce(1 head),1.53,"Alimentos, bebidas y tabaco"
Azerbaijan,Lettuce(1 head),0.53,"Alimentos, bebidas y tabaco"
Poland,Lettuce(1 head),1.16,"Alimentos, bebidas y tabaco"
Slovakia,Lettuce(1 head),1.34,"Alimentos, bebidas y tabaco"
Czech Republic,Lettuce(1 head),1.3,"Alimentos, bebidas y tabaco"
Chile,Lettuce(1 head),1.11,"Alimentos, bebidas y tabaco"
Serbia,Lettuce(1 head),0.67,"Alimentos, bebidas y tabaco"
Qatar,Lettuce(1 head),1.23,"Alimentos, bebidas y tabaco"
United Arab Emirates,Lettuce(1 head),1.83,"Alimentos, bebidas y tabaco"
South Africa,Lettuce(1 head),0.99,"Alimentos, bebidas y tabaco"
Turkey,Lettuce(1 head),0.91,"Alimentos, bebidas y tabaco"
Belarus,Lettuce(1 head),1.22,"Alimentos, bebidas y tabaco"
Russia,Lettuce(1 head),0.98,"Alimentos, bebidas y tabaco"
Moldova,Lettuce(1 head),1.32,"Alimentos, bebidas y tabaco"
South Korea,Lettuce(1 head),2.34,"Alimentos, bebidas y tabaco"
Jordan,Lettuce(1 head),0.62,"Alimentos, bebidas y tabaco"
Argentina,Lettuce(1 head),1.05,"Alimentos, bebidas y tabaco"
Cuba,Lettuce(1 head),0.86,"Alimentos, bebidas y tabaco"
Palestine,Lettuce(1 head),1.2,"Alimentos, bebidas y tabaco"
Jamaica,Lettuce(1 head),2.09,"Alimentos, bebidas y tabaco"
Saudi Arabia,Lettuce(1 head),1.2,"Alimentos, bebidas y tabaco"
Japan,Lettuce(1 head),1.23,"Alimentos, bebidas y tabaco"
Kuwait,Lettuce(1 head),1.64,"Alimentos, bebidas y tabaco"
Mauritius,Lettuce(1 head),0.86,"Alimentos, bebidas y tabaco"
Ukraine,Lettuce(1 head),1.02,"Alimentos, bebidas y tabaco"
Brazil,Lettuce(1 head),0.73,"Alimentos, bebidas y tabaco"
Bosnia And Herzegovina,Lettuce(1 head),0.97,"Alimentos, bebidas y tabaco"
North Macedonia,Lettuce(1 head),0.55,"Alimentos, bebidas y tabaco"
Oman,Lettuce(1 head),1.05,"Alimentos, bebidas y tabaco"
Uzbekistan,Lettuce(1 head),0.45,"Alimentos, bebidas y tabaco"
Taiwan,Lettuce(1 head),1.85,"Alimentos, bebidas y tabaco"
Colombia,Lettuce(1 head),0.82,"Alimentos, bebidas y tabaco"
Iraq,Lettuce(1 head),0.61,"Alimentos, bebidas y tabaco"
Libya,Lettuce(1 head),0.45,"Alimentos, bebidas y tabaco"
Peru,Lettuce(1 head),0.67,"Alimentos, bebidas y tabaco"
Iran,Lettuce(1 head),0.53,"Alimentos, bebidas y tabaco"
Kenya,Lettuce(1 head),0.58,"Alimentos, bebidas y tabaco"
Egypt,Lettuce(1 head),0.21,"Alimentos, bebidas y tabaco"
Ecuador,Lettuce(1 head),0.71,"Alimentos, bebidas y tabaco"
Philippines,Lettuce(1 head),1.37,"Alimentos, bebidas y tabaco"
Morocco,Lettuce(1 head),0.41,"Alimentos, bebidas y tabaco"
China,Lettuce(1 head),0.64,"Alimentos, bebidas y tabaco"
Tunisia,Lettuce(1 head),0.41,"Alimentos, bebidas y tabaco"
Sri Lanka,Lettuce(1 head),1.27,"Alimentos, bebidas y tabaco"
India,Lettuce(1 head),0.56,"Alimentos, bebidas y tabaco"
Malaysia,Lettuce(1 head),0.9,"Alimentos, bebidas y tabaco"
Bolivia,Lettuce(1 head),0.67,"Alimentos, bebidas y tabaco"
Thailand,Lettuce(1 head),1.06,"Alimentos, bebidas y tabaco"
Algeria,Lettuce(1 head),0.54,"Alimentos, bebidas y tabaco"
Nigeria,Lettuce(1 head),1.18,"Alimentos, bebidas y tabaco"
Vietnam,Lettuce(1 head),0.8,"Alimentos, bebidas y tabaco"
Nepal,Lettuce(1 head),0.33,"Alimentos, bebidas y tabaco"
Indonesia,Lettuce(1 head),0.85,"Alimentos, bebidas y tabaco"
Bangladesh,Lettuce(1 head),0.35,"Alimentos, bebidas y tabaco"
Pakistan,Lettuce(1 head),0.32,"Alimentos, bebidas y tabaco"
Switzerland,Cappuccino(regular),5.34,"Alimentos, bebidas y tabaco"
Denmark,Cappuccino(regular),5.76,"Alimentos, bebidas y tabaco"
United States,Cappuccino(regular),5.1,"Alimentos, bebidas y tabaco"
Belgium,Cappuccino(regular),3.53,"Alimentos, bebidas y tabaco"
Luxembourg,Cappuccino(regular),3.96,"Alimentos, bebidas y tabaco"
United Kingdom,Cappuccino(regular),3.97,"Alimentos, bebidas y tabaco"
Israel,Cappuccino(regular),3.7,"Alimentos, bebidas y tabaco"
Canada,Cappuccino(regular),3.73,"Alimentos, bebidas y tabaco"
Norway,Cappuccino(regular),4.3,"Alimentos, bebidas y tabaco"
Netherlands,Cappuccino(regular),3.49,"Alimentos, bebidas y tabaco"
Ireland,Cappuccino(regular),3.85,"Alimentos, bebidas y tabaco"
Australia,Cappuccino(regular),3.49,"Alimentos, bebidas y tabaco"
Greece,Cappuccino(regular),3.54,"Alimentos, bebidas y tabaco"
Uruguay,Cappuccino(regular),4.18,"Alimentos, bebidas y tabaco"
Cyprus,Cappuccino(regular),3.66,"Alimentos, bebidas y tabaco"
Austria,Cappuccino(regular),3.79,"Alimentos, bebidas y tabaco"
Italy,Cappuccino(regular),1.71,"Alimentos, bebidas y tabaco"
Malta,Cappuccino(regular),2.58,"Alimentos, bebidas y tabaco"
France,Cappuccino(regular),3.27,"Alimentos, bebidas y tabaco"
Finland,Cappuccino(regular),4.45,"Alimentos, bebidas y tabaco"
New Zealand,Cappuccino(regular),3.31,"Alimentos, bebidas y tabaco"
Germany,Cappuccino(regular),3.57,"Alimentos, bebidas y tabaco"
Spain,Cappuccino(regular),1.98,"Alimentos, bebidas y tabaco"
Estonia,Cappuccino(regular),3.6,"Alimentos, bebidas y tabaco"
Slovenia,Cappuccino(regular),2.05,"Alimentos, bebidas y tabaco"
Lithuania,Cappuccino(regular),3.27,"Alimentos, bebidas y tabaco"
Sweden,Cappuccino(regular),3.92,"Alimentos, bebidas y tabaco"
Singapore,Cappuccino(regular),4.78,"Alimentos, bebidas y tabaco"
Portugal,Cappuccino(regular),1.9,"Alimentos, bebidas y tabaco"
Latvia,Cappuccino(regular),3.09,"Alimentos, bebidas y tabaco"
Bulgaria,Cappuccino(regular),1.86,"Alimentos, bebidas y tabaco"
Croatia,Cappuccino(regular),2.08,"Alimentos, bebidas y tabaco"
Montenegro,Cappuccino(regular),2.05,"Alimentos, bebidas y tabaco"
Albania,Cappuccino(regular),1.71,"Alimentos, bebidas y tabaco"
Hungary,Cappuccino(regular),1.95,"Alimentos, bebidas y tabaco"
Armenia,Cappuccino(regular),3.26,"Alimentos, bebidas y tabaco"
Panama,Cappuccino(regular),3.49,"Alimentos, bebidas y tabaco"
Venezuela,Cappuccino(regular),2.01,"Alimentos, bebidas y tabaco"
Costa Rica,Cappuccino(regular),3.58,"Alimentos, bebidas y tabaco"
Romania,Cappuccino(regular),2.6,"Alimentos, bebidas y tabaco"
Mexico,Cappuccino(regular),3.32,"Alimentos, bebidas y tabaco"
Georgia,Cappuccino(regular),2.88,"Alimentos, bebidas y tabaco"
Kazakhstan,Cappuccino(regular),2.3,"Alimentos, bebidas y tabaco"
Hong Kong (China),Cappuccino(regular),5.27,"Alimentos, bebidas y tabaco"
Azerbaijan,Cappuccino(regular),3.26,"Alimentos, bebidas y tabaco"
Poland,Cappuccino(regular),3.19,"Alimentos, bebidas y tabaco"
Slovakia,Cappuccino(regular),2.47,"Alimentos, bebidas y tabaco"
Czech Republic,Cappuccino(regular),2.73,"Alimentos, bebidas y tabaco"
Chile,Cappuccino(regular),2.79,"Alimentos, bebidas y tabaco"
Serbia,Cappuccino(regular),1.9,"Alimentos, bebidas y tabaco"
Qatar,Cappuccino(regular),5.63,"Alimentos, bebidas y tabaco"
United Arab Emirates,Cappuccino(regular),5.4,"Alimentos, bebidas y tabaco"
South Africa,Cappuccino(regular),1.85,"Alimentos, bebidas y tabaco"
Turkey,Cappuccino(regular),2.42,"Alimentos, bebidas y tabaco"
Belarus,Cappuccino(regular),1.54,"Alimentos, bebidas y tabaco"
Russia,Cappuccino(regular),1.91,"Alimentos, bebidas y tabaco"
Moldova,Cappuccino(regular),1.61,"Alimentos, bebidas y tabaco"
South Korea,Cappuccino(regular),3.64,"Alimentos, bebidas y tabaco"
Jordan,Cappuccino(regular),3.18,"Alimentos, bebidas y tabaco"
Argentina,Cappuccino(regular),1.81,"Alimentos, bebidas y tabaco"
Cuba,Cappuccino(regular),1.36,"Alimentos, bebidas y tabaco"
Palestine,Cappuccino(regular),2.32,"Alimentos, bebidas y tabaco"
Jamaica,Cappuccino(regular),3.45,"Alimentos, bebidas y tabaco"
Saudi Arabia,Cappuccino(regular),3.89,"Alimentos, bebidas y tabaco"
Japan,Cappuccino(regular),2.88,"Alimentos, bebidas y tabaco"
Kuwait,Cappuccino(regular),5.32,"Alimentos, bebidas y tabaco"
Mauritius,Cappuccino(regular),2.24,"Alimentos, bebidas y tabaco"
Ukraine,Cappuccino(regular),1.19,"Alimentos, bebidas y tabaco"
Brazil,Cappuccino(regular),1.78,"Alimentos, bebidas y tabaco"
Bosnia And Herzegovina,Cappuccino(regular),1.37,"Alimentos, bebidas y tabaco"
North Macedonia,Cappuccino(regular),1.61,"Alimentos, bebidas y tabaco"
Oman,Cappuccino(regular),4.97,"Alimentos, bebidas y tabaco"
Uzbekistan,Cappuccino(regular),1.72,"Alimentos, bebidas y tabaco"
Taiwan,Cappuccino(regular),2.92,"Alimentos, bebidas y tabaco"
Colombia,Cappuccino(regular),1.55,"Alimentos, bebidas y tabaco"
Iraq,Cappuccino(regular),2.23,"Alimentos, bebidas y tabaco"
Libya,Cappuccino(regular),0.56,"Alimentos, bebidas y tabaco"
Peru,Cappuccino(regular),2.52,"Alimentos, bebidas y tabaco"
Iran,Cappuccino(regular),1.25,"Alimentos, bebidas y tabaco"
Kenya,Cappuccino(regular),2.13,"Alimentos, bebidas y tabaco"
Egypt,Cappuccino(regular),1.39,"Alimentos, bebidas y tabaco"
Ecuador,Cappuccino(regular),2.46,"Alimentos, bebidas y tabaco"
Philippines,Cappuccino(regular),2.35,"Alimentos, bebidas y tabaco"
Morocco,Cappuccino(regular),1.63,"Alimentos, bebidas y tabaco"
China,Cappuccino(regular),3.29,"Alimentos, bebidas y tabaco"
Tunisia,Cappuccino(regular),0.81,"Alimentos, bebidas y tabaco"
Sri Lanka,Cappuccino(regular),2.38,"Alimentos, bebidas y tabaco"
India,Cappuccino(regular),1.9,"Alimentos, bebidas y tabaco"
Malaysia,Cappuccino(regular),2.5,"Alimentos, bebidas y tabaco"
Bolivia,Cappuccino(regular),2.43,"Alimentos, bebidas y tabaco"
Thailand,Cappuccino(regular),1.88,"Alimentos, bebidas y tabaco"
Algeria,Cappuccino(regular),0.7,"Alimentos, bebidas y tabaco"
Nigeria,Cappuccino(regular),2.37,"Alimentos, bebidas y tabaco"
Vietnam,Cappuccino(regular),1.73,"Alimentos, bebidas y tabaco"
Nepal,Cappuccino(regular),1.57,"Alimentos, bebidas y tabaco"
Indonesia,Cappuccino(regular),1.99,"Alimentos, bebidas y tabaco"
Bangladesh,Cappuccino(regular),1.87,"Alimentos, bebidas y tabaco"
Pakistan,Cappuccino(regular),1.63,"Alimentos, bebidas y tabaco"
Switzerland,Tomato(1kg),4.25,"Alimentos, bebidas y tabaco"
Denmark,Tomato(1kg),4.14,"Alimentos, bebidas y tabaco"
United States,Tomato(1kg),4.89,"Alimentos, bebidas y tabaco"
Belgium,Tomato(1kg),2.66,"Alimentos, bebidas y tabaco"
Luxembourg,Tomato(1kg),4.24,"Alimentos, bebidas y tabaco"
United Kingdom,Tomato(1kg),3.32,"Alimentos, bebidas y tabaco"
Israel,Tomato(1kg),1.87,"Alimentos, bebidas y tabaco"
Canada,Tomato(1kg),4.18,"Alimentos, bebidas y tabaco"
Norway,Tomato(1kg),3.99,"Alimentos, bebidas y tabaco"
Netherlands,Tomato(1kg),3.07,"Alimentos, bebidas y tabaco"
Ireland,Tomato(1kg),3.38,"Alimentos, bebidas y tabaco"
Australia,Tomato(1kg),4.36,"Alimentos, bebidas y tabaco"
Greece,Tomato(1kg),2.05,"Alimentos, bebidas y tabaco"
Uruguay,Tomato(1kg),2.97,"Alimentos, bebidas y tabaco"
Cyprus,Tomato(1kg),2.92,"Alimentos, bebidas y tabaco"
Austria,Tomato(1kg),4.46,"Alimentos, bebidas y tabaco"
Italy,Tomato(1kg),2.99,"Alimentos, bebidas y tabaco"
Malta,Tomato(1kg),2.86,"Alimentos, bebidas y tabaco"
France,Tomato(1kg),3.61,"Alimentos, bebidas y tabaco"
Finland,Tomato(1kg),4.03,"Alimentos, bebidas y tabaco"
New Zealand,Tomato(1kg),5.56,"Alimentos, bebidas y tabaco"
Germany,Tomato(1kg),3.24,"Alimentos, bebidas y tabaco"
Spain,Tomato(1kg),2.4,"Alimentos, bebidas y tabaco"
Estonia,Tomato(1kg),2.7,"Alimentos, bebidas y tabaco"
Slovenia,Tomato(1kg),3.13,"Alimentos, bebidas y tabaco"
Lithuania,Tomato(1kg),3.16,"Alimentos, bebidas y tabaco"
Sweden,Tomato(1kg),4.21,"Alimentos, bebidas y tabaco"
Singapore,Tomato(1kg),2.81,"Alimentos, bebidas y tabaco"
Portugal,Tomato(1kg),2.37,"Alimentos, bebidas y tabaco"
Latvia,Tomato(1kg),3.16,"Alimentos, bebidas y tabaco"
Bulgaria,Tomato(1kg),2.22,"Alimentos, bebidas y tabaco"
Croatia,Tomato(1kg),2.4,"Alimentos, bebidas y tabaco"
Montenegro,Tomato(1kg),2.39,"Alimentos, bebidas y tabaco"
Albania,Tomato(1kg),1.61,"Alimentos, bebidas y tabaco"
Hungary,Tomato(1kg),2.97,"Alimentos, bebidas y tabaco"
Armenia,Tomato(1kg),1.84,"Alimentos, bebidas y tabaco"
Panama,Tomato(1kg),2.94,"Alimentos, bebidas y tabaco"
Venezuela,Tomato(1kg),1.73,"Alimentos, bebidas y tabaco"
Costa Rica,Tomato(1kg),2.66,"Alimentos, bebidas y tabaco"
Romania,Tomato(1kg),1.94,"Alimentos, bebidas y tabaco"
Mexico,Tomato(1kg),1.79,"Alimentos, bebidas y tabaco"
Georgia,Tomato(1kg),1.58,"Alimentos, bebidas y tabaco"
Kazakhstan,Tomato(1kg),2.26,"Alimentos, bebidas y tabaco"
Hong Kong (China),Tomato(1kg),3.23,"Alimentos, bebidas y tabaco"
Azerbaijan,Tomato(1kg),1.64,"Alimentos, bebidas y tabaco"
Poland,Tomato(1kg),2.67,"Alimentos, bebidas y tabaco"
Slovakia,Tomato(1kg),4.07,"Alimentos, bebidas y tabaco"
Czech Republic,Tomato(1kg),2.97,"Alimentos, bebidas y tabaco"
Chile,Tomato(1kg),1.72,"Alimentos, bebidas y tabaco"
Serbia,Tomato(1kg),2.03,"Alimentos, bebidas y tabaco"
Qatar,Tomato(1kg),1.23,"Alimentos, bebidas y tabaco"
United Arab Emirates,Tomato(1kg),1.38,"Alimentos, bebidas y tabaco"
South Africa,Tomato(1kg),1.43,"Alimentos, bebidas y tabaco"
Turkey,Tomato(1kg),0.9,"Alimentos, bebidas y tabaco"
Belarus,Tomato(1kg),2.18,"Alimentos, bebidas y tabaco"
Russia,Tomato(1kg),2.09,"Alimentos, bebidas y tabaco"
Moldova,Tomato(1kg),1.96,"Alimentos, bebidas y tabaco"
South Korea,Tomato(1kg),5.41,"Alimentos, bebidas y tabaco"
